id,action,user_auth_token_id,client_ip,auth_token_hash,created_at,path,user_agent
1866999,rotate,15660,2603:9000:b00b:a000:a624:85af:e6f3:47ba,ENcNr...,2022-01-26 21:08:22 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1870087,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,DwHz6...,2022-01-28 01:28:41 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1890506,rotate,15660,2603:9000:b00b:a000:f51a:d82a:7719:e579,LFai1...,2022-02-06 02:40:40 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1885798,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,1Q+3A...,2022-02-03 21:41:25 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1885800,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,2y5BF...,2022-02-03 21:42:38 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1870768,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,oBzyp...,2022-01-28 10:10:10 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1870791,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,UKXCo...,2022-01-28 10:50:58 UTC,/t/34.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1870801,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,syFTD...,2022-01-28 11:01:04 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1870824,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,BAXTG...,2022-01-28 11:34:32 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1870868,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,VTSZq...,2022-01-28 12:42:59 UTC,/posts/394370,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1870893,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,unLll...,2022-01-28 12:58:14 UTC,/posts/394370,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889238,rotate,15660,2603:9000:b00b:a000:c70f:68bf:9fad:b0bd,3bgsF...,2022-02-05 10:44:21 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1871127,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,ecnPc...,2022-01-28 15:09:19 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889303,rotate,15660,2603:9000:b00b:a000:1993:f92d:b04b:d851,V/68r...,2022-02-05 11:54:11 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889309,rotate,15660,2603:9000:b00b:a000:1993:f92d:b04b:d851,a43lL...,2022-02-05 12:04:13 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889310,rotate,15660,2603:9000:b00b:a000:1993:f92d:b04b:d851,dbv0S...,2022-02-05 12:05:51 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889311,rotate,15660,2603:9000:b00b:a000:1993:f92d:b04b:d851,woYyN...,2022-02-05 12:06:51 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889314,rotate,15660,2603:9000:b00b:a000:1993:f92d:b04b:d851,70s2f...,2022-02-05 12:10:01 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889338,rotate,15660,2603:9000:b00b:a000:f51a:d82a:7719:e579,9Azof...,2022-02-05 12:39:04 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872386,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,IauDc...,2022-01-28 23:16:33 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872415,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,PcikO...,2022-01-28 23:34:53 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872417,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,GToFK...,2022-01-28 23:36:11 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872422,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,YJ4gZ...,2022-01-28 23:39:01 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872424,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,HFOTJ...,2022-01-28 23:40:01 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872425,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,0skR+...,2022-01-28 23:41:02 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872420,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,ZHmci...,2022-01-28 23:38:01 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872426,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,5zusD...,2022-01-28 23:42:02 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872431,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,TIm89...,2022-01-28 23:43:02 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872432,rotate,15660,2603:9000:b00b:a000:f559:c0c:3252:36d,8jknw...,2022-01-28 23:45:15 UTC,/drafts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889356,rotate,15660,2603:9000:b00b:a000:f51a:d82a:7719:e579,I9Shy...,2022-02-05 13:04:47 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883891,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,Sr3mx...,2022-02-03 02:20:28 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872603,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,w4UwC...,2022-01-29 01:33:53 UTC,/t/any-interest-in-an-beaver-zoom/72310/21,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872613,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,NUxRb...,2022-01-29 01:44:36 UTC,/bookmarks.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872628,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,tXsgY...,2022-01-29 02:03:22 UTC,/c/resources/editing-tips/126/l/latest.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883915,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,xcrqd...,2022-02-03 02:32:52 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883923,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,P54ui...,2022-02-03 02:34:58 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883927,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,w2LyQ...,2022-02-03 02:35:59 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1872682,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,g7Cso...,2022-01-29 02:45:14 UTC,/categories.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883920,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,B5Ed4...,2022-02-03 02:33:58 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883965,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,CwyA0...,2022-02-03 02:54:38 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883964,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,NwS2s...,2022-02-03 02:53:38 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883966,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,YqFtm...,2022-02-03 02:55:38 UTC,/drafts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1883986,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,q4+34...,2022-02-03 03:05:55 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889380,rotate,15660,2603:9000:b00b:a000:f51a:d82a:7719:e579,gwKPj...,2022-02-05 13:29:15 UTC,/posts/380688,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873127,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,ptlkG...,2022-01-29 10:06:45 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873128,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,qPoaA...,2022-01-29 10:08:24 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1889421,rotate,15660,2603:9000:b00b:a000:f51a:d82a:7719:e579,YMEUO...,2022-02-05 14:03:20 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873291,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,AUCrV...,2022-01-29 13:33:53 UTC,/t/74551/22.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873288,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,vv2O4...,2022-01-29 13:32:48 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1886236,rotate,15660,2603:9000:b00b:a000:9607:1b14:3c56:67dc,WBWG6...,2022-02-04 01:44:53 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873317,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,6Smky...,2022-01-29 13:45:25 UTC,/t/74551/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873393,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,Hepww...,2022-01-29 14:21:17 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873441,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,wwVCP...,2022-01-29 14:57:33 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873570,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,dX8WG...,2022-01-29 16:18:43 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873573,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,ZOIyA...,2022-01-29 16:20:05 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873861,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,Aa/Ds...,2022-01-29 18:50:37 UTC,/t/61009/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1886366,rotate,15660,2603:9000:b00b:a000:9607:1b14:3c56:67dc,T0BBy...,2022-02-04 02:41:48 UTC,/categories.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1873995,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,IBMDA...,2022-01-29 19:51:08 UTC,/t/61009/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1884479,rotate,15660,2603:9000:b00b:a000:ffa1:c3e6:28c6:397b,25Hfn...,2022-02-03 10:13:05 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874070,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,wd9K+...,2022-01-29 20:33:30 UTC,/t/61009/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874166,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,Gp4f0...,2022-01-29 21:27:47 UTC,/t/61009/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1886405,rotate,15660,2603:9000:b00b:a000:9607:1b14:3c56:67dc,McAJv...,2022-02-04 02:51:50 UTC,/drafts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874213,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,YAWqe...,2022-01-29 21:56:22 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874286,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,cHsj6...,2022-01-29 22:33:20 UTC,/t/61009/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874332,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,hmn60...,2022-01-29 23:00:56 UTC,/t/61009/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874367,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,Q2t9r...,2022-01-29 23:19:36 UTC,/t/61009/posts.json,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874393,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,PHrva...,2022-01-29 23:37:22 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1874589,rotate,15660,2603:9000:b00b:a000:3c73:e9e3:ac74:ef00,X2U5W...,2022-01-30 01:49:31 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875066,rotate,15660,2603:9000:b00b:a000:dec9:7bee:52d3:5878,M3O7h...,2022-01-30 10:36:03 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875412,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,/SkCQ...,2022-01-30 15:50:42 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875480,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,WvjAu...,2022-01-30 16:15:33 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875483,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,rSmM9...,2022-01-30 16:16:33 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875487,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,a8xi1...,2022-01-30 16:17:34 UTC,/topics/timings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875586,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,uQ/Uk...,2022-01-30 17:17:06 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875757,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,7Zu5S...,2022-01-30 18:43:03 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875913,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,Q8GLX...,2022-01-30 19:38:15 UTC,/notifications,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1875943,rotate,15660,2603:9000:b00b:a000:be28:a8b3:d2b:f193,CDws/...,2022-01-30 19:49:06 UTC,/posts/396115,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1890975,rotate,15660,2603:9000:b00b:a000:8ee3:bfea:7dc9:1065,mOdoS...,2022-02-06 13:02:40 UTC,/t/kevin-gilds-dailies/73794/29,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
1887051,rotate,15660,2603:9000:b00b:a000:9607:1b14:3c56:67dc,hT61g...,2022-02-04 11:53:51 UTC,/extra-locales/overrides,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:96.0) Gecko/20100101 Firefox/96.0
